measurementSiteReference,index,generatedSiteName,startLocatieForDisplayLat,startLocatieForDisplayLong,specificLocation,alertCDirectionCoded,speed_id
RWS01_MONIBAS_0101hrl0181ra,802A,A10 anticlockwise naar Watergraafsmeer na afrit 8 ri afrit 9 thv hmp 18.1,52.3381,4.88618,7199,negative,3608
RWS01_MONIBAS_0101hrl0186ra,2A,A10 anticlockwise naar Watergraafsmeer na afrit 8 ri afrit 9 thv hmp 18.7,52.3386,4.87777,7199,negative,3609
RWS01_MONIBAS_0101hrl0186ra,4A,A10 anticlockwise naar Watergraafsmeer na afrit 8 ri afrit 9 thv hmp 18.7,52.3386,4.87777,7199,negative,3610
RWS01_MONIBAS_0101hrl0186ra,6A,A10 anticlockwise naar Watergraafsmeer na afrit 8 ri afrit 9 thv hmp 18.7,52.3386,4.87777,7199,negative,3611
RWS01_MONIBAS_0101hrl0186ra,802A,A10 anticlockwise naar Watergraafsmeer na afrit 8 ri afrit 9 thv hmp 18.7,52.3386,4.87777,7199,negative,3612
RWS01_MONIBAS_0101hrl0191ra,2A,A10 anticlockwise naar Watergraafsmeer na afrit 8 ri afrit 9 thv hmp 19.2,52.3384,4.87125,7199,negative,3613
RWS01_MONIBAS_0101hrl0191ra,4A,A10 anticlockwise naar Watergraafsmeer na afrit 8 ri afrit 9 thv hmp 19.2,52.3384,4.87125,7199,negative,3614
RWS01_MONIBAS_0101hrl0191ra,6A,A10 anticlockwise naar Watergraafsmeer na afrit 8 ri afrit 9 thv hmp 19.2,52.3384,4.87125,7199,negative,3615
RWS01_MONIBAS_0101hrl0191ra,802A,A10 anticlockwise naar Watergraafsmeer na afrit 8 ri afrit 9 thv hmp 19.2,52.3384,4.87125,7199,negative,3616
RWS01_MONIBAS_0101hrl0197ra,2A,A10 anticlockwise naar Watergraafsmeer na afrit 8 ri afrit 9 thv hmp 19.7,52.3381,4.86294,7199,negative,3617
RWS01_MONIBAS_0101hrl0197ra,4A,A10 anticlockwise naar Watergraafsmeer na afrit 8 ri afrit 9 thv hmp 19.7,52.3381,4.86294,7199,negative,3618
RWS01_MONIBAS_0101hrl0197ra,6A,A10 anticlockwise naar Watergraafsmeer na afrit 8 ri afrit 9 thv hmp 19.7,52.3381,4.86294,7199,negative,3619
RWS01_MONIBAS_0101hrl0197ra,8A,A10 anticlockwise naar Watergraafsmeer na afrit 8 ri afrit 9 thv hmp 19.7,52.3381,4.86294,7199,negative,3620
RWS01_MONIBAS_0101hrl0197rb,2A,A10 anticlockwise naar Watergraafsmeer na afrit 8 ri afrit 9 thv hmp 19.7,52.3381,4.86294,7199,negative,3621
RWS01_MONIBAS_0101hrl0199ra,2A,A10 anticlockwise naar Watergraafsmeer na afrit 8 ri afrit 9 thv hmp 20.0,52.3378,4.85905,7199,negative,3622
RWS01_MONIBAS_0101hrl0199ra,4A,A10 anticlockwise naar Watergraafsmeer na afrit 8 ri afrit 9 thv hmp 20.0,52.3378,4.85905,7199,negative,3623
RWS01_MONIBAS_0101hrl0199ra,6A,A10 anticlockwise naar Watergraafsmeer na afrit 8 ri afrit 9 thv hmp 20.0,52.3378,4.85905,7199,negative,3624
RWS01_MONIBAS_0101hrl0199ra,8A,A10 anticlockwise naar Watergraafsmeer na afrit 8 ri afrit 9 thv hmp 20.0,52.3378,4.85905,7199,negative,3625
RWS01_MONIBAS_0101hrl0205ra,2A,A10 anticlockwise naar Watergraafsmeer op knppnt De Nieuwe Meer ri afrit 8 thv hmp 20.5,52.3374,4.85124,7200,negative,3626
RWS01_MONIBAS_0101hrl0205ra,4A,A10 anticlockwise naar Watergraafsmeer op knppnt De Nieuwe Meer ri afrit 8 thv hmp 20.5,52.3374,4.85124,7200,negative,3627
RWS01_MONIBAS_0101hrl0205ra,6A,A10 anticlockwise naar Watergraafsmeer op knppnt De Nieuwe Meer ri afrit 8 thv hmp 20.5,52.3374,4.85124,7200,negative,3628
RWS01_MONIBAS_0101hrl0205ra,802A,A10 anticlockwise naar Watergraafsmeer op knppnt De Nieuwe Meer ri afrit 8 thv hmp 20.5,52.3374,4.85124,7200,negative,3629
RWS01_MONIBAS_0101hrl0205ra,8A,A10 anticlockwise naar Watergraafsmeer op knppnt De Nieuwe Meer ri afrit 8 thv hmp 20.5,52.3374,4.85124,7200,negative,3630
RWS01_MONIBAS_0101hrl0208ra,2A,A10 anticlockwise naar Watergraafsmeer op knppnt De Nieuwe Meer ri afrit 8 thv hmp 20.9,52.3372,4.84651,7202,negative,3631
RWS01_MONIBAS_0101hrl0208ra,4A,A10 anticlockwise naar Watergraafsmeer op knppnt De Nieuwe Meer ri afrit 8 thv hmp 20.9,52.3372,4.84651,7202,negative,3632
RWS01_MONIBAS_0101hrl0208ra,6A,A10 anticlockwise naar Watergraafsmeer op knppnt De Nieuwe Meer ri afrit 8 thv hmp 20.9,52.3372,4.84651,7202,negative,3633
RWS01_MONIBAS_0101hrl0208ra,802A,A10 anticlockwise naar Watergraafsmeer op knppnt De Nieuwe Meer ri afrit 8 thv hmp 20.9,52.3372,4.84651,7202,negative,3634
RWS01_MONIBAS_0101hrl0208ra,8A,A10 anticlockwise naar Watergraafsmeer op knppnt De Nieuwe Meer ri afrit 8 thv hmp 20.9,52.3372,4.84651,7202,negative,3635
RWS01_MONIBAS_0101hrl0212ra,2A,A10 anticlockwise naar Watergraafsmeer op knppnt De Nieuwe Meer ri afrit 8 thv hmp 21.2,52.3386,4.84158,7202,negative,3636
RWS01_MONIBAS_0101hrl0212ra,4A,A10 anticlockwise naar Watergraafsmeer op knppnt De Nieuwe Meer ri afrit 8 thv hmp 21.2,52.3386,4.84158,7202,negative,3637
RWS01_MONIBAS_0101hrl0214ra,2A,A10 anticlockwise naar De Nieuwe Meer na afrit 7 ri knppnt De Nieuwe Meer thv hmp 21.5,52.3413,4.84093,7204,negative,3638
RWS01_MONIBAS_0101hrl0214ra,4A,A10 anticlockwise naar De Nieuwe Meer na afrit 7 ri knppnt De Nieuwe Meer thv hmp 21.5,52.3413,4.84093,7204,negative,3639
RWS01_MONIBAS_0101hrl0218ra,2A,A10 anticlockwise naar De Nieuwe Meer na afrit 7 ri knppnt De Nieuwe Meer thv hmp 21.8,52.3444,4.84088,7204,negative,3640
RWS01_MONIBAS_0101hrl0218ra,4A,A10 anticlockwise naar De Nieuwe Meer na afrit 7 ri knppnt De Nieuwe Meer thv hmp 21.8,52.3444,4.84088,7204,negative,3641
RWS01_MONIBAS_0101hrl0218rb,6A,A10 anticlockwise naar De Nieuwe Meer na afrit 7 ri knppnt De Nieuwe Meer thv hmp 21.8,52.3444,4.84088,7204,negative,3642
RWS01_MONIBAS_0101hrl0218rb,8A,A10 anticlockwise naar De Nieuwe Meer na afrit 7 ri knppnt De Nieuwe Meer thv hmp 21.8,52.3444,4.84088,7204,negative,3643
RWS01_MONIBAS_0101hrl0221ra,2A,A10 anticlockwise naar De Nieuwe Meer na afrit 7 ri knppnt De Nieuwe Meer thv hmp 22.1,52.3469,4.84088,7204,negative,3644
RWS01_MONIBAS_0101hrl0221ra,4A,A10 anticlockwise naar De Nieuwe Meer na afrit 7 ri knppnt De Nieuwe Meer thv hmp 22.1,52.3469,4.84088,7204,negative,3645
RWS01_MONIBAS_0101hrl0221ra,6A,A10 anticlockwise naar De Nieuwe Meer na afrit 7 ri knppnt De Nieuwe Meer thv hmp 22.1,52.3469,4.84088,7204,negative,3646
RWS01_MONIBAS_0101hrl0221ra,8A,A10 anticlockwise naar De Nieuwe Meer na afrit 7 ri knppnt De Nieuwe Meer thv hmp 22.1,52.3469,4.84088,7204,negative,3647
RWS01_MONIBAS_0101hrl0225ra,2A,A10 anticlockwise naar De Nieuwe Meer na afrit 6 ri afrit 7 thv hmp 22.6,52.3508,4.84225,7205,negative,3648
RWS01_MONIBAS_0101hrl0225ra,4A,A10 anticlockwise naar De Nieuwe Meer na afrit 6 ri afrit 7 thv hmp 22.6,52.3508,4.84225,7205,negative,3649
RWS01_MONIBAS_0101hrl0225ra,6A,A10 anticlockwise naar De Nieuwe Meer na afrit 6 ri afrit 7 thv hmp 22.6,52.3508,4.84225,7205,negative,3650
RWS01_MONIBAS_0101hrl0225ra,8A,A10 anticlockwise naar De Nieuwe Meer na afrit 6 ri afrit 7 thv hmp 22.6,52.3508,4.84225,7205,negative,3651
RWS01_MONIBAS_0101hrl0228ra,2A,A10 anticlockwise naar De Nieuwe Meer na afrit 6 ri afrit 7 thv hmp 22.8,52.3534,4.84249,7205,negative,3652
RWS01_MONIBAS_0101hrl0228ra,4A,A10 anticlockwise naar De Nieuwe Meer na afrit 6 ri afrit 7 thv hmp 22.8,52.3534,4.84249,7205,negative,3653
RWS01_MONIBAS_0101hrl0228ra,6A,A10 anticlockwise naar De Nieuwe Meer na afrit 6 ri afrit 7 thv hmp 22.8,52.3534,4.84249,7205,negative,3654
RWS01_MONIBAS_0101hrl0228ra,8A,A10 anticlockwise naar De Nieuwe Meer na afrit 6 ri afrit 7 thv hmp 22.8,52.3534,4.84249,7205,negative,3655
RWS01_MONIBAS_0101hrl0233ra,2A,A10 anticlockwise naar De Nieuwe Meer na afrit 6 ri afrit 7 thv hmp 23.4,52.358,4.84238,7205,negative,3656
RWS01_MONIBAS_0101hrl0233ra,4A,A10 anticlockwise naar De Nieuwe Meer na afrit 6 ri afrit 7 thv hmp 23.4,52.358,4.84238,7205,negative,3657
RWS01_MONIBAS_0101hrl0233ra,6A,A10 anticlockwise naar De Nieuwe Meer na afrit 6 ri afrit 7 thv hmp 23.4,52.358,4.84238,7205,negative,3658
RWS01_MONIBAS_0101hrl0239ra,2A,A10 anticlockwise naar De Nieuwe Meer na afrit 5 ri afrit 6 thv hmp 23.9,52.3629,4.84221,7206,negative,3659
RWS01_MONIBAS_0101hrl0239ra,4A,A10 anticlockwise naar De Nieuwe Meer na afrit 5 ri afrit 6 thv hmp 23.9,52.3629,4.84221,7206,negative,3660
RWS01_MONIBAS_0101hrl0239ra,6A,A10 anticlockwise naar De Nieuwe Meer na afrit 5 ri afrit 6 thv hmp 23.9,52.3629,4.84221,7206,negative,3661
RWS01_MONIBAS_0101hrl0239ra,8A,A10 anticlockwise naar De Nieuwe Meer na afrit 5 ri afrit 6 thv hmp 23.9,52.3629,4.84221,7206,negative,3662
RWS01_MONIBAS_0101hrl0242ra,2A,A10 anticlockwise naar De Nieuwe Meer na afrit 5 ri afrit 6 thv hmp 24.2,52.3657,4.84213,7206,negative,3663
RWS01_MONIBAS_0101hrl0242ra,4A,A10 anticlockwise naar De Nieuwe Meer na afrit 5 ri afrit 6 thv hmp 24.2,52.3657,4.84213,7206,negative,3664
RWS01_MONIBAS_0101hrl0242ra,6A,A10 anticlockwise naar De Nieuwe Meer na afrit 5 ri afrit 6 thv hmp 24.2,52.3657,4.84213,7206,negative,3665
RWS01_MONIBAS_0101hrl0242ra,8A,A10 anticlockwise naar De Nieuwe Meer na afrit 5 ri afrit 6 thv hmp 24.2,52.3657,4.84213,7206,negative,3666
RWS01_MONIBAS_0101hrl0247ra,2A,A10 anticlockwise naar De Nieuwe Meer na afrit 5 ri afrit 6 thv hmp 24.7,52.3704,4.84202,7206,negative,3667
RWS01_MONIBAS_0101hrl0247ra,4A,A10 anticlockwise naar De Nieuwe Meer na afrit 5 ri afrit 6 thv hmp 24.7,52.3704,4.84202,7206,negative,3668
RWS01_MONIBAS_0101hrl0247ra,6A,A10 anticlockwise naar De Nieuwe Meer na afrit 5 ri afrit 6 thv hmp 24.7,52.3704,4.84202,7206,negative,3669
RWS01_MONIBAS_0101hrl0253ra,2A,A10 anticlockwise naar De Nieuwe Meer na afrit 3 ri afrit 4 thv hmp 25.4,52.3758,4.84309,7208,negative,3670
RWS01_MONIBAS_0101hrl0253ra,4A,A10 anticlockwise naar De Nieuwe Meer na afrit 3 ri afrit 4 thv hmp 25.4,52.3758,4.84309,7208,negative,3671
RWS01_MONIBAS_0101hrl0253ra,6A,A10 anticlockwise naar De Nieuwe Meer na afrit 3 ri afrit 4 thv hmp 25.4,52.3758,4.84309,7208,negative,3672
RWS01_MONIBAS_0101hrl0257ra,2A,A10 anticlockwise naar De Nieuwe Meer na afrit 3 ri afrit 4 thv hmp 25.8,52.3794,4.84447,7208,negative,3673
RWS01_MONIBAS_0101hrl0257ra,4A,A10 anticlockwise naar De Nieuwe Meer na afrit 3 ri afrit 4 thv hmp 25.8,52.3794,4.84447,7208,negative,3674
RWS01_MONIBAS_0101hrl0257ra,6A,A10 anticlockwise naar De Nieuwe Meer na afrit 3 ri afrit 4 thv hmp 25.8,52.3794,4.84447,7208,negative,3675
RWS01_MONIBAS_0101hrl0261ra,2A,A10 anticlockwise naar De Nieuwe Meer na afrit 3 ri afrit 4 thv hmp 26.2,52.3832,4.84455,7208,negative,3676
RWS01_MONIBAS_0101hrl0261ra,4A,A10 anticlockwise naar De Nieuwe Meer na afrit 3 ri afrit 4 thv hmp 26.2,52.3832,4.84455,7208,negative,3677
RWS01_MONIBAS_0101hrl0261ra,6A,A10 anticlockwise naar De Nieuwe Meer na afrit 3 ri afrit 4 thv hmp 26.2,52.3832,4.84455,7208,negative,3678
RWS01_MONIBAS_0101hrl0261ra,802A,A10 anticlockwise naar De Nieuwe Meer na afrit 3 ri afrit 4 thv hmp 26.2,52.3832,4.84455,7208,negative,3679
RWS01_MONIBAS_0101hrl0261ra,8A,A10 anticlockwise naar De Nieuwe Meer na afrit 3 ri afrit 4 thv hmp 26.2,52.3832,4.84455,7208,negative,3680
RWS01_MONIBAS_0101hrl0267ra,2A,A10 anticlockwise naar De Nieuwe Meer na afrit 2 ri afrit 3 thv hmp 26.7,52.3881,4.84429,7209,negative,3681
RWS01_MONIBAS_0101hrl0267ra,4A,A10 anticlockwise naar De Nieuwe Meer na afrit 2 ri afrit 3 thv hmp 26.7,52.3881,4.84429,7209,negative,3682
RWS01_MONIBAS_0101hrl0267ra,6A,A10 anticlockwise naar De Nieuwe Meer na afrit 2 ri afrit 3 thv hmp 26.7,52.3881,4.84429,7209,negative,3683
RWS01_MONIBAS_0101hrl0267ra,802A,A10 anticlockwise naar De Nieuwe Meer na afrit 2 ri afrit 3 thv hmp 26.7,52.3881,4.84429,7209,negative,3684
RWS01_MONIBAS_0101hrl0267ra,8A,A10 anticlockwise naar De Nieuwe Meer na afrit 2 ri afrit 3 thv hmp 26.7,52.3881,4.84429,7209,negative,3685
RWS01_MONIBAS_0101hrl0271ra,2A,A10 anticlockwise naar De Nieuwe Meer na afrit 2 ri afrit 3 thv hmp 27.2,52.3922,4.84399,7209,negative,3686
RWS01_MONIBAS_0101hrl0271ra,4A,A10 anticlockwise naar De Nieuwe Meer na afrit 2 ri afrit 3 thv hmp 27.2,52.3922,4.84399,7209,negative,3687
RWS01_MONIBAS_0101hrl0271ra,6A,A10 anticlockwise naar De Nieuwe Meer na afrit 2 ri afrit 3 thv hmp 27.2,52.3922,4.84399,7209,negative,3688
RWS01_MONIBAS_0101hrl0271ra,802A,A10 anticlockwise naar De Nieuwe Meer na afrit 2 ri afrit 3 thv hmp 27.2,52.3922,4.84399,7209,negative,3689
RWS01_MONIBAS_0101hrl0271ra,8A,A10 anticlockwise naar De Nieuwe Meer na afrit 2 ri afrit 3 thv hmp 27.2,52.3922,4.84399,7209,negative,3690
RWS01_MONIBAS_0101hrl0277ra,2A,A10 anticlockwise naar De Nieuwe Meer op knppnt Westrandweg ri afrit 2 thv hmp 27.7,52.3971,4.84467,21978,negative,3691
RWS01_MONIBAS_0101hrl0277ra,4A,A10 anticlockwise naar De Nieuwe Meer op knppnt Westrandweg ri afrit 2 thv hmp 27.7,52.3971,4.84467,21978,negative,3692
RWS01_MONIBAS_0101hrl0277ra,6A,A10 anticlockwise naar De Nieuwe Meer op knppnt Westrandweg ri afrit 2 thv hmp 27.7,52.3971,4.84467,21978,negative,3693
RWS01_MONIBAS_0101hrl0277ra,802A,A10 anticlockwise naar De Nieuwe Meer op knppnt Westrandweg ri afrit 2 thv hmp 27.7,52.3971,4.84467,21978,negative,3694
RWS01_MONIBAS_0101hrl0277ra,8A,A10 anticlockwise naar De Nieuwe Meer op knppnt Westrandweg ri afrit 2 thv hmp 27.7,52.3971,4.84467,21978,negative,3695
RWS01_MONIBAS_0101hrl0281ra,2A,A10 anticlockwise naar De Nieuwe Meer na afrit 1 ri knppnt Westrandweg thv hmp 28.1,52.4001,4.84764,7210,negative,3696
RWS01_MONIBAS_0101hrl0281ra,4A,A10 anticlockwise naar De Nieuwe Meer na afrit 1 ri knppnt Westrandweg thv hmp 28.1,52.4001,4.84764,7210,negative,3697
RWS01_MONIBAS_0101hrl0281ra,6A,A10 anticlockwise naar De Nieuwe Meer na afrit 1 ri knppnt Westrandweg thv hmp 28.1,52.4001,4.84764,7210,negative,3698
RWS01_MONIBAS_0101hrl0281ra,802A,A10 anticlockwise naar De Nieuwe Meer na afrit 1 ri knppnt Westrandweg thv hmp 28.1,52.4001,4.84764,7210,negative,3699
RWS01_MONIBAS_0101hrl0281ra,8A,A10 anticlockwise naar De Nieuwe Meer na afrit 1 ri knppnt Westrandweg thv hmp 28.1,52.4001,4.84764,7210,negative,3700
RWS01_MONIBAS_0101hrl0285ra,2A,A10 anticlockwise naar De Nieuwe Meer na afrit 1 ri knppnt Westrandweg thv hmp 28.5,52.4031,4.85131,7210,negative,3701
RWS01_MONIBAS_0101hrl0285rb,4A,A10 anticlockwise naar De Nieuwe Meer na afrit 1 ri knppnt Westrandweg thv hmp 28.5,52.4031,4.85131,7210,negative,3702
RWS01_MONIBAS_0101hrl0285rb,6A,A10 anticlockwise naar De Nieuwe Meer na afrit 1 ri knppnt Westrandweg thv hmp 28.5,52.4031,4.85131,7210,negative,3703
RWS01_MONIBAS_0101hrl0285rb,802A,A10 anticlockwise naar De Nieuwe Meer na afrit 1 ri knppnt Westrandweg thv hmp 28.5,52.4031,4.85131,7210,negative,3704
RWS01_MONIBAS_0101hrl0285rb,8A,A10 anticlockwise naar De Nieuwe Meer na afrit 1 ri knppnt Westrandweg thv hmp 28.5,52.4031,4.85131,7210,negative,3705
RWS01_MONIBAS_0101hrl0287ra,2A,A10 anticlockwise naar De Nieuwe Meer na afrit 1 ri knppnt Westrandweg thv hmp 28.7,52.4047,4.85321,7210,negative,3706
RWS01_MONIBAS_0101hrl0287ra,4A,A10 anticlockwise naar De Nieuwe Meer na afrit 1 ri knppnt Westrandweg thv hmp 28.7,52.4047,4.85321,7210,negative,3707
RWS01_MONIBAS_0101hrl0287ra,6A,A10 anticlockwise naar De Nieuwe Meer na afrit 1 ri knppnt Westrandweg thv hmp 28.7,52.4047,4.85321,7210,negative,3708
RWS01_MONIBAS_0101hrl0287ra,802A,A10 anticlockwise naar De Nieuwe Meer na afrit 1 ri knppnt Westrandweg thv hmp 28.7,52.4047,4.85321,7210,negative,3709
RWS01_MONIBAS_0101hrl0287ra,8A,A10 anticlockwise naar De Nieuwe Meer na afrit 1 ri knppnt Westrandweg thv hmp 28.7,52.4047,4.85321,7210,negative,3710
RWS01_MONIBAS_0101hrl0290ra,2A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 29.0,52.4066,4.85584,7211,negative,3711
RWS01_MONIBAS_0101hrl0290ra,4A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 29.0,52.4066,4.85584,7211,negative,3712
RWS01_MONIBAS_0101hrl0290ra,802A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 29.0,52.4066,4.85584,7211,negative,3713
RWS01_MONIBAS_0101hrl0293ra,2A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 29.3,52.4089,4.85878,7211,negative,3714
RWS01_MONIBAS_0101hrl0293ra,4A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 29.3,52.4089,4.85878,7211,negative,3715
RWS01_MONIBAS_0101hrl0296ra,2A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 29.6,52.4111,4.86105,7211,negative,3716
RWS01_MONIBAS_0101hrl0296ra,4A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 29.6,52.4111,4.86105,7211,negative,3717
RWS01_MONIBAS_0101hrl0297ra,2A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 29.8,52.4123,4.86224,7211,negative,3718
RWS01_MONIBAS_0101hrl0297ra,4A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 29.8,52.4123,4.86224,7211,negative,3719
RWS01_MONIBAS_0101hrl0299ra,2A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 29.9,52.4133,4.86317,7211,negative,3720
RWS01_MONIBAS_0101hrl0299ra,4A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 29.9,52.4133,4.86317,7211,negative,3721
RWS01_MONIBAS_0101hrl0300ra,2A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 30.1,52.4146,4.86437,7211,negative,3722
RWS01_MONIBAS_0101hrl0300ra,4A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 30.1,52.4146,4.86437,7211,negative,3723
RWS01_MONIBAS_0101hrl0300rb,2A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 30.0,52.4139,4.86374,7211,negative,3724
RWS01_MONIBAS_0101hrl0300rb,4A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 30.0,52.4139,4.86374,7211,negative,3725
RWS01_MONIBAS_0101hrl0302ra,2A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 30.3,52.4158,4.86553,7211,negative,3726
RWS01_MONIBAS_0101hrl0302ra,4A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 30.3,52.4158,4.86553,7211,negative,3727
RWS01_MONIBAS_0101hrl0304ra,2A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 30.4,52.4171,4.86678,7211,negative,3728
RWS01_MONIBAS_0101hrl0304ra,4A,A10 anticlockwise naar De Nieuwe Meer op knppnt Coenplein ri afrit 1 thv hmp 30.4,52.4171,4.86678,7211,negative,3729
RWS01_MONIBAS_0101hrl0307ra,2A,A10 anticlockwise naar Coenplein na afrit 18 ri knppnt Coenplein thv hmp 30.7,52.4194,4.86902,7215,negative,3730
RWS01_MONIBAS_0101hrl0307ra,4A,A10 anticlockwise naar Coenplein na afrit 18 ri knppnt Coenplein thv hmp 30.7,52.4194,4.86902,7215,negative,3731
RWS01_MONIBAS_0101hrl0308ra,2A,A10 anticlockwise naar Coenplein na afrit 18 ri knppnt Coenplein thv hmp 30.9,52.4206,4.87041,7215,negative,3732
RWS01_MONIBAS_0101hrl0308ra,4A,A10 anticlockwise naar Coenplein na afrit 18 ri knppnt Coenplein thv hmp 30.9,52.4206,4.87041,7215,negative,3733
RWS01_MONIBAS_0101hrl0308ra,802A,A10 anticlockwise naar Coenplein na afrit 18 ri knppnt Coenplein thv hmp 30.9,52.4206,4.87041,7215,negative,3734
RWS01_MONIBAS_0101hrl0312ra,2A,A10 anticlockwise naar Coenplein na afrit 18 ri knppnt Coenplein thv hmp 31.3,52.4228,4.87494,7215,negative,3735
RWS01_MONIBAS_0101hrl0312ra,4A,A10 anticlockwise naar Coenplein na afrit 18 ri knppnt Coenplein thv hmp 31.3,52.4228,4.87494,7215,negative,3736
RWS01_MONIBAS_0101hrl0312ra,6A,A10 anticlockwise naar Coenplein na afrit 18 ri knppnt Coenplein thv hmp 31.3,52.4228,4.87494,7215,negative,3737
RWS01_MONIBAS_0101hrl0312ra,802A,A10 anticlockwise naar Coenplein na afrit 18 ri knppnt Coenplein thv hmp 31.3,52.4228,4.87494,7215,negative,3738
RWS01_MONIBAS_0101hrl0314ra,2A,A10 anticlockwise naar Coenplein na afrit 18 ri knppnt Coenplein thv hmp 31.4,52.4234,4.87731,7215,negative,3739
RWS01_MONIBAS_0101hrl0314ra,4A,A10 anticlockwise naar Coenplein na afrit 18 ri knppnt Coenplein thv hmp 31.4,52.4234,4.87731,7215,negative,3740
RWS01_MONIBAS_0101hrl0314ra,6A,A10 anticlockwise naar Coenplein na afrit 18 ri knppnt Coenplein thv hmp 31.4,52.4234,4.87731,7215,negative,3741
RWS01_MONIBAS_0101hrl0314ra,802A,A10 anticlockwise naar Coenplein na afrit 18 ri knppnt Coenplein thv hmp 31.4,52.4234,4.87731,7215,negative,3742
RWS01_MONIBAS_0101hrl0319ra,2A,A10 anticlockwise naar Coenplein na afrit 18 ri knppnt Coenplein thv hmp 32.0,52.4249,4.88505,7215,negative,3743
RWS01_MONIBAS_0101hrl0319ra,4A,A10 anticlockwise naar Coenplein na afrit 18 ri knppnt Coenplein thv hmp 32.0,52.4249,4.88505,7215,negative,3744
RWS01_MONIBAS_0101hrl0319ra,802A,A10 anticlockwise naar Coenplein na afrit 18 ri knppnt Coenplein thv hmp 32.0,52.4249,4.88505,7215,negative,3745
RWS01_MONIBAS_0101hrr0019ra,2A,A10 clockwise naar Volendam na afrit 17 ri afrit 16 thv hmp 1.9,52.4187,4.91172,7180,positive,3746
RWS01_MONIBAS_0101hrr0019ra,4A,A10 clockwise naar Volendam na afrit 17 ri afrit 16 thv hmp 1.9,52.4187,4.91172,7180,positive,3747
RWS01_MONIBAS_0101hrr0019ra,6A,A10 clockwise naar Volendam na afrit 17 ri afrit 16 thv hmp 1.9,52.4187,4.91172,7180,positive,3748
RWS01_MONIBAS_0101hrr0025ra,2A,A10 clockwise naar Volendam na afrit 17 ri afrit 16 thv hmp 2.5,52.4159,4.91924,7180,positive,3749
RWS01_MONIBAS_0101hrr0025ra,4A,A10 clockwise naar Volendam na afrit 17 ri afrit 16 thv hmp 2.5,52.4159,4.91924,7180,positive,3750
RWS01_MONIBAS_0101hrr0025ra,6A,A10 clockwise naar Volendam na afrit 17 ri afrit 16 thv hmp 2.5,52.4159,4.91924,7180,positive,3751
RWS01_MONIBAS_0101hrr0032ra,2A,A10 clockwise naar Volendam na afrit 17 ri afrit 16 thv hmp 3.2,52.4122,4.92699,7180,positive,3752
RWS01_MONIBAS_0101hrr0032ra,4A,A10 clockwise naar Volendam na afrit 17 ri afrit 16 thv hmp 3.2,52.4122,4.92699,7180,positive,3753
RWS01_MONIBAS_0101hrr0032ra,6A,A10 clockwise naar Volendam na afrit 17 ri afrit 16 thv hmp 3.2,52.4122,4.92699,7180,positive,3754
RWS01_MONIBAS_0101hrr0037ra,2A,A10 clockwise naar Volendam na afrit 16 ri afrit 15 thv hmp 3.7,52.4094,4.93263,7182,positive,3755
RWS01_MONIBAS_0101hrr0037ra,4A,A10 clockwise naar Volendam na afrit 16 ri afrit 15 thv hmp 3.7,52.4094,4.93263,7182,positive,3756
RWS01_MONIBAS_0101hrr0037ra,6A,A10 clockwise naar Volendam na afrit 16 ri afrit 15 thv hmp 3.7,52.4094,4.93263,7182,positive,3757
RWS01_MONIBAS_0101hrr0042ra,2A,A10 clockwise naar Volendam na afrit 16 ri afrit 15 thv hmp 4.2,52.4073,4.93909,7182,positive,3758
RWS01_MONIBAS_0101hrr0042ra,4A,A10 clockwise naar Volendam na afrit 16 ri afrit 15 thv hmp 4.2,52.4073,4.93909,7182,positive,3759
RWS01_MONIBAS_0101hrr0042ra,6A,A10 clockwise naar Volendam na afrit 16 ri afrit 15 thv hmp 4.2,52.4073,4.93909,7182,positive,3760
