measurementSiteReference,index,generatedSiteName,startLocatieForDisplayLat,startLocatieForDisplayLong,specificLocation,alertCDirectionCoded,intensity_id
RWS01_MONICA_00D00205D404D0050005,3B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 1",52.2792,4.95392,8003,positive,4771
RWS01_MONICA_00D00205D404D0050005,4B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 1",52.2792,4.95392,8003,positive,4772
RWS01_MONICA_00D00205D404D0050009,10B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 2",52.2792,4.95392,8003,positive,4773
RWS01_MONICA_00D00205D404D0050009,11B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 2",52.2792,4.95392,8003,positive,4774
RWS01_MONICA_00D00205D404D0050009,12B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 2",52.2792,4.95392,8003,positive,4775
RWS01_MONICA_00D00205D404D0050009,9B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 2",52.2792,4.95392,8003,positive,4776
RWS01_MONICA_00D00205D404D005000D,17B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 3",52.2792,4.95392,8003,positive,4777
RWS01_MONICA_00D00205D404D005000D,18B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 3",52.2792,4.95392,8003,positive,4778
RWS01_MONICA_00D00205D404D005000D,19B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 3",52.2792,4.95392,8003,positive,4779
RWS01_MONICA_00D00205D404D005000D,20B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 3",52.2792,4.95392,8003,positive,4780
RWS01_MONICA_00D00205D404D0050011,25B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 4",52.2792,4.95392,8003,positive,4781
RWS01_MONICA_00D00205D404D0050011,26B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 4",52.2792,4.95392,8003,positive,4782
RWS01_MONICA_00D00205D404D0050011,27B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 4",52.2792,4.95392,8003,positive,4783
RWS01_MONICA_00D00205D404D0050011,28B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 37.3, rstr 4",52.2792,4.95392,8003,positive,4784
RWS01_MONICA_00D00206040AD0050005,1B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 1",52.2692,4.96036,8003,positive,4785
RWS01_MONICA_00D00206040AD0050005,2B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 1",52.2692,4.96036,8003,positive,4786
RWS01_MONICA_00D00206040AD0050005,3B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 1",52.2692,4.96036,8003,positive,4787
RWS01_MONICA_00D00206040AD0050005,4B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 1",52.2692,4.96036,8003,positive,4788
RWS01_MONICA_00D00206040AD0050009,10B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 2",52.2692,4.96036,8003,positive,4789
RWS01_MONICA_00D00206040AD0050009,11B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 2",52.2692,4.96036,8003,positive,4790
RWS01_MONICA_00D00206040AD0050009,12B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 2",52.2692,4.96036,8003,positive,4791
RWS01_MONICA_00D00206040AD0050009,9B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 2",52.2692,4.96036,8003,positive,4792
RWS01_MONICA_00D00206040AD005000D,17B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 3",52.2692,4.96036,8003,positive,4793
RWS01_MONICA_00D00206040AD005000D,18B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 3",52.2692,4.96036,8003,positive,4794
RWS01_MONICA_00D00206040AD005000D,19B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 3",52.2692,4.96036,8003,positive,4795
RWS01_MONICA_00D00206040AD005000D,20B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 3",52.2692,4.96036,8003,positive,4796
RWS01_MONICA_00D00206040AD0050011,25B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 4",52.2692,4.96036,8003,positive,4797
RWS01_MONICA_00D00206040AD0050011,26B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 4",52.2692,4.96036,8003,positive,4798
RWS01_MONICA_00D00206040AD0050011,27B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 4",52.2692,4.96036,8003,positive,4799
RWS01_MONICA_00D00206040AD0050011,28B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 4",52.2692,4.96036,8003,positive,4800
RWS01_MONICA_00D00206040AD0050305,1B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 1",52.2692,4.96036,8003,positive,4801
RWS01_MONICA_00D00206040AD0050305,2B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 1",52.2692,4.96036,8003,positive,4802
RWS01_MONICA_00D00206040AD0050305,3B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 1",52.2692,4.96036,8003,positive,4803
RWS01_MONICA_00D00206040AD0050305,4B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 1",52.2692,4.96036,8003,positive,4804
RWS01_MONICA_00D00206040AD0050309,10B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 2",52.2692,4.96036,8003,positive,4805
RWS01_MONICA_00D00206040AD0050309,11B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 2",52.2692,4.96036,8003,positive,4806
RWS01_MONICA_00D00206040AD0050309,12B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 2",52.2692,4.96036,8003,positive,4807
RWS01_MONICA_00D00206040AD0050309,9B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 38.5, rstr 2",52.2692,4.96036,8003,positive,4808
RWS01_MONICA_00D002061800D0070007,1B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 1",52.2649,4.962,8003,negative,4809
RWS01_MONICA_00D002061800D0070007,2B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 1",52.2649,4.962,8003,negative,4810
RWS01_MONICA_00D002061800D0070007,3B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 1",52.2649,4.962,8003,negative,4811
RWS01_MONICA_00D002061800D0070007,4B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 1",52.2649,4.962,8003,negative,4812
RWS01_MONICA_00D002061800D007000B,10B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 2",52.2649,4.962,8003,negative,4813
RWS01_MONICA_00D002061800D007000B,11B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 2",52.2649,4.962,8003,negative,4814
RWS01_MONICA_00D002061800D007000B,12B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 2",52.2649,4.962,8003,negative,4815
RWS01_MONICA_00D002061800D007000B,9B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 2",52.2649,4.962,8003,negative,4816
RWS01_MONICA_00D002061800D007000F,17B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 3",52.2649,4.962,8003,negative,4817
RWS01_MONICA_00D002061800D007000F,18B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 3",52.2649,4.962,8003,negative,4818
RWS01_MONICA_00D002061800D007000F,19B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 3",52.2649,4.962,8003,negative,4819
RWS01_MONICA_00D002061800D007000F,20B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 3",52.2649,4.962,8003,negative,4820
RWS01_MONICA_00D002061800D0070013,25B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 4",52.2649,4.962,8003,negative,4821
RWS01_MONICA_00D002061800D0070013,26B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 4",52.2649,4.962,8003,negative,4822
RWS01_MONICA_00D002061800D0070013,27B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 4",52.2649,4.962,8003,negative,4823
RWS01_MONICA_00D002061800D0070013,28B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 4",52.2649,4.962,8003,negative,4824
RWS01_MONICA_00D002061800D0070017,33B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 5",52.2649,4.962,8003,negative,4825
RWS01_MONICA_00D002061800D0070017,34B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 5",52.2649,4.962,8003,negative,4826
RWS01_MONICA_00D002061800D0070017,35B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 5",52.2649,4.962,8003,negative,4827
RWS01_MONICA_00D002061800D0070017,36B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.0, rstr 5",52.2649,4.962,8003,negative,4828
RWS01_MONICA_00D002061C0CD0050005,1B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 1",52.2641,4.96326,8003,positive,4829
RWS01_MONICA_00D002061C0CD0050005,2B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 1",52.2641,4.96326,8003,positive,4830
RWS01_MONICA_00D002061C0CD0050005,3B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 1",52.2641,4.96326,8003,positive,4831
RWS01_MONICA_00D002061C0CD0050005,4B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 1",52.2641,4.96326,8003,positive,4832
RWS01_MONICA_00D002061C0CD0050009,10B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 2",52.2641,4.96326,8003,positive,4833
RWS01_MONICA_00D002061C0CD0050009,11B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 2",52.2641,4.96326,8003,positive,4834
RWS01_MONICA_00D002061C0CD0050009,12B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 2",52.2641,4.96326,8003,positive,4835
RWS01_MONICA_00D002061C0CD0050009,9B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 2",52.2641,4.96326,8003,positive,4836
RWS01_MONICA_00D002061C0CD005000D,17B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 3",52.2641,4.96326,8003,positive,4837
RWS01_MONICA_00D002061C0CD005000D,18B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 3",52.2641,4.96326,8003,positive,4838
RWS01_MONICA_00D002061C0CD005000D,19B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 3",52.2641,4.96326,8003,positive,4839
RWS01_MONICA_00D002061C0CD005000D,20B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 3",52.2641,4.96326,8003,positive,4840
RWS01_MONICA_00D002061C0CD0050011,25B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 4",52.2641,4.96326,8003,positive,4841
RWS01_MONICA_00D002061C0CD0050011,26B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 4",52.2641,4.96326,8003,positive,4842
RWS01_MONICA_00D002061C0CD0050011,27B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 4",52.2641,4.96326,8003,positive,4843
RWS01_MONICA_00D002061C0CD0050011,28B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 4",52.2641,4.96326,8003,positive,4844
RWS01_MONICA_00D002061C0CD0050015,33B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 5",52.2641,4.96326,8003,positive,4845
RWS01_MONICA_00D002061C0CD0050015,34B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 5",52.2641,4.96326,8003,positive,4846
RWS01_MONICA_00D002061C0CD0050015,35B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 5",52.2641,4.96326,8003,positive,4847
RWS01_MONICA_00D002061C0CD0050015,36B,"A2 northBound naar Amsterdam na afrit 3 ri afrit 2 thv hmp 39.1, rstr 5",52.2641,4.96326,8003,positive,4848
RWS01_MONICA_00D002062051D0070007,1B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 1",52.2625,4.96349,8003,negative,4849
RWS01_MONICA_00D002062051D0070007,2B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 1",52.2625,4.96349,8003,negative,4850
RWS01_MONICA_00D002062051D0070007,3B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 1",52.2625,4.96349,8003,negative,4851
RWS01_MONICA_00D002062051D0070007,4B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 1",52.2625,4.96349,8003,negative,4852
RWS01_MONICA_00D002062051D007000B,10B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 2",52.2625,4.96349,8003,negative,4853
RWS01_MONICA_00D002062051D007000B,11B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 2",52.2625,4.96349,8003,negative,4854
RWS01_MONICA_00D002062051D007000B,12B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 2",52.2625,4.96349,8003,negative,4855
RWS01_MONICA_00D002062051D007000B,9B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 2",52.2625,4.96349,8003,negative,4856
RWS01_MONICA_00D002062051D007000F,17B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 3",52.2625,4.96349,8003,negative,4857
RWS01_MONICA_00D002062051D007000F,18B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 3",52.2625,4.96349,8003,negative,4858
RWS01_MONICA_00D002062051D007000F,19B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 3",52.2625,4.96349,8003,negative,4859
RWS01_MONICA_00D002062051D007000F,20B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 3",52.2625,4.96349,8003,negative,4860
RWS01_MONICA_00D002062051D0070013,25B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 4",52.2625,4.96349,8003,negative,4861
RWS01_MONICA_00D002062051D0070013,26B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 4",52.2625,4.96349,8003,negative,4862
RWS01_MONICA_00D002062051D0070013,27B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 4",52.2625,4.96349,8003,negative,4863
RWS01_MONICA_00D002062051D0070013,28B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 4",52.2625,4.96349,8003,negative,4864
RWS01_MONICA_00D002062051D0070017,33B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 5",52.2625,4.96349,8003,negative,4865
RWS01_MONICA_00D002062051D0070017,34B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 5",52.2625,4.96349,8003,negative,4866
RWS01_MONICA_00D002062051D0070017,35B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 5",52.2625,4.96349,8003,negative,4867
RWS01_MONICA_00D002062051D0070017,36B,"A2 southBound naar Utrecht na afrit 3 ri afrit 4 thv hmp 39.3, rstr 5",52.2625,4.96349,8003,negative,4868
RWS01_MONICA_00D00400FC45D0070007,1B,"A4 southBound naar Den Haag na afrit 2 ri knppnt De Hoek thv hmp 6.4, rstr 1",52.322,4.76066,9227,negative,4869
RWS01_MONICA_00D00400FC45D0070007,2B,"A4 southBound naar Den Haag na afrit 2 ri knppnt De Hoek thv hmp 6.4, rstr 1",52.322,4.76066,9227,negative,4870
RWS01_MONICA_00D00400FC45D0070007,3B,"A4 southBound naar Den Haag na afrit 2 ri knppnt De Hoek thv hmp 6.4, rstr 1",52.322,4.76066,9227,negative,4871
RWS01_MONICA_00D00400FC45D0070007,4B,"A4 southBound naar Den Haag na afrit 2 ri knppnt De Hoek thv hmp 6.4, rstr 1",52.322,4.76066,9227,negative,4872
RWS01_MONICA_00D00400FC45D007000B,10B,"A4 southBound naar Den Haag na afrit 2 ri knppnt De Hoek thv hmp 6.4, rstr 2",52.322,4.76066,9227,negative,4873
RWS01_MONICA_00D00400FC45D007000B,11B,"A4 southBound naar Den Haag na afrit 2 ri knppnt De Hoek thv hmp 6.4, rstr 2",52.322,4.76066,9227,negative,4874
RWS01_MONICA_00D00400FC45D007000B,12B,"A4 southBound naar Den Haag na afrit 2 ri knppnt De Hoek thv hmp 6.4, rstr 2",52.322,4.76066,9227,negative,4875
RWS01_MONICA_00D00400FC45D007000B,9B,"A4 southBound naar Den Haag na afrit 2 ri knppnt De Hoek thv hmp 6.4, rstr 2",52.322,4.76066,9227,negative,4876
RWS01_MONICA_00D00400FC45D007000F,17B,"A4 southBound naar Den Haag na afrit 2 ri knppnt De Hoek thv hmp 6.4, rstr 3",52.322,4.76066,9227,negative,4877
RWS01_MONICA_00D00400FC45D007000F,18B,"A4 southBound naar Den Haag na afrit 2 ri knppnt De Hoek thv hmp 6.4, rstr 3",52.322,4.76066,9227,negative,4878
RWS01_MONICA_00D00400FC45D007000F,19B,"A4 southBound naar Den Haag na afrit 2 ri knppnt De Hoek thv hmp 6.4, rstr 3",52.322,4.76066,9227,negative,4879
RWS01_MONICA_00D00400FC45D007000F,20B,"A4 southBound naar Den Haag na afrit 2 ri knppnt De Hoek thv hmp 6.4, rstr 3",52.322,4.76066,9227,negative,4880
RWS01_MONICA_00D00400FC45D0070013,25B,"A4 southBound naar Den Haag na afrit 2 ri knppnt De Hoek thv hmp 6.4, rstr 4",52.322,4.76066,9227,negative,4881
RWS01_MONICA_00D00400FC45D0070013,26B,"A4 southBound naar Den Haag na afrit 2 ri knppnt De Hoek thv hmp 6.4, rstr 4",52.322,4.76066,9227,negative,4882
RWS01_MONICA_00D00400FC45D0070013,27B,"A4 southBound naar Den Haag na afrit 2 ri knppnt De Hoek thv hmp 6.4, rstr 4",52.322,4.76066,9227,negative,4883
RWS01_MONICA_00D00400FC45D0070013,28B,"A4 southBound naar Den Haag na afrit 2 ri knppnt De Hoek thv hmp 6.4, rstr 4",52.322,4.76066,9227,negative,4884
RWS01_MONICA_00D005008454D0050005,1B,"A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 3.4, rstr 1",52.3133,4.73247,21617,negative,4885
RWS01_MONICA_00D005008454D0050005,2B,"A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 3.4, rstr 1",52.3133,4.73247,21617,negative,4886
RWS01_MONICA_00D005008454D0050005,3B,"A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 3.4, rstr 1",52.3133,4.73247,21617,negative,4887
RWS01_MONICA_00D005008454D0050005,4B,"A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 3.4, rstr 1",52.3133,4.73247,21617,negative,4888
RWS01_MONICA_00D005008454D0050009,10B,"A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 3.4, rstr 2",52.3133,4.73247,21617,negative,4889
RWS01_MONICA_00D005008454D0050009,11B,"A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 3.4, rstr 2",52.3133,4.73247,21617,negative,4890
RWS01_MONICA_00D005008454D0050009,12B,"A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 3.4, rstr 2",52.3133,4.73247,21617,negative,4891
RWS01_MONICA_00D005008454D0050009,9B,"A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 3.4, rstr 2",52.3133,4.73247,21617,negative,4892
RWS01_MONICA_00D005008454D0070007,1B,"A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 3.4, rstr 1",52.3134,4.73269,19646,positive,4893
RWS01_MONICA_00D005008454D0070007,2B,"A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 3.4, rstr 1",52.3134,4.73269,19646,positive,4894
RWS01_MONICA_00D005008454D0070007,3B,"A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 3.4, rstr 1",52.3134,4.73269,19646,positive,4895
RWS01_MONICA_00D005008454D0070007,4B,"A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 3.4, rstr 1",52.3134,4.73269,19646,positive,4896
RWS01_MONICA_00D005008454D007000B,10B,"A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 3.4, rstr 2",52.3134,4.73269,19646,positive,4897
RWS01_MONICA_00D005008454D007000B,11B,"A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 3.4, rstr 2",52.3134,4.73269,19646,positive,4898
RWS01_MONICA_00D005008454D007000B,12B,"A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 3.4, rstr 2",52.3134,4.73269,19646,positive,4899
RWS01_MONICA_00D005008454D007000B,9B,"A5 northBound naar Amsterdam op knppnt De Hoek ri afrit 3 thv hmp 3.4, rstr 2",52.3134,4.73269,19646,positive,4900
RWS01_MONICA_00D005014446D0050005,1B,"A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 8.2, rstr 1",52.3559,4.73918,19645,negative,4901
RWS01_MONICA_00D005014446D0050005,2B,"A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 8.2, rstr 1",52.3559,4.73918,19645,negative,4902
RWS01_MONICA_00D005014446D0050005,3B,"A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 8.2, rstr 1",52.3559,4.73918,19645,negative,4903
RWS01_MONICA_00D005014446D0050005,4B,"A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 8.2, rstr 1",52.3559,4.73918,19645,negative,4904
RWS01_MONICA_00D005014446D0050009,10B,"A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 8.2, rstr 2",52.3559,4.73918,19645,negative,4905
RWS01_MONICA_00D005014446D0050009,11B,"A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 8.2, rstr 2",52.3559,4.73918,19645,negative,4906
RWS01_MONICA_00D005014446D0050009,12B,"A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 8.2, rstr 2",52.3559,4.73918,19645,negative,4907
RWS01_MONICA_00D005014446D0050009,9B,"A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 8.2, rstr 2",52.3559,4.73918,19645,negative,4908
RWS01_MONICA_00D005014446D0070007,1B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.2, rstr 1",52.3559,4.73933,19645,positive,4909
RWS01_MONICA_00D005014446D0070007,2B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.2, rstr 1",52.3559,4.73933,19645,positive,4910
RWS01_MONICA_00D005014446D0070007,3B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.2, rstr 1",52.3559,4.73933,19645,positive,4911
RWS01_MONICA_00D005014446D0070007,4B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.2, rstr 1",52.3559,4.73933,19645,positive,4912
RWS01_MONICA_00D005014446D007000B,10B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.2, rstr 2",52.3559,4.73933,19645,positive,4913
RWS01_MONICA_00D005014446D007000B,11B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.2, rstr 2",52.3559,4.73933,19645,positive,4914
RWS01_MONICA_00D005014446D007000B,12B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.2, rstr 2",52.3559,4.73933,19645,positive,4915
RWS01_MONICA_00D005014446D007000B,9B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.2, rstr 2",52.3559,4.73933,19645,positive,4916
RWS01_MONICA_00D00501583DD0070007,1B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.7, rstr 1",52.3597,4.74274,19645,positive,4917
RWS01_MONICA_00D00501583DD0070007,2B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.7, rstr 1",52.3597,4.74274,19645,positive,4918
RWS01_MONICA_00D00501583DD0070007,3B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.7, rstr 1",52.3597,4.74274,19645,positive,4919
RWS01_MONICA_00D00501583DD0070007,4B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.7, rstr 1",52.3597,4.74274,19645,positive,4920
RWS01_MONICA_00D00501583DD007000B,10B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.7, rstr 2",52.3597,4.74274,19645,positive,4921
RWS01_MONICA_00D00501583DD007000B,11B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.7, rstr 2",52.3597,4.74274,19645,positive,4922
RWS01_MONICA_00D00501583DD007000B,12B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.7, rstr 2",52.3597,4.74274,19645,positive,4923
RWS01_MONICA_00D00501583DD007000B,9B,"A5 northBound naar Amsterdam op knppnt Raasdorp ri afrit 2 thv hmp 8.7, rstr 2",52.3597,4.74274,19645,positive,4924
RWS01_MONICA_00D005017028D0050005,1B,"A5 southBound naar Hoofddorp op knppnt Raasdorp ri afrit 3 thv hmp 9.2, rstr 1",52.3639,4.74783,19645,negative,4925
