measurementSiteReference,index,specificVehicleCharacteristics,ROADNUMBER,speedID,coordinateID
RWS01_MONIBAS_0100vwq0303ra,4A,anyVehicle,A10,3418,2564
RWS01_MONIBAS_0100vwq0307ra,2A,anyVehicle,A10,3419,2565
RWS01_MONIBAS_0100vwq0307ra,4A,anyVehicle,A10,3420,2565
RWS01_MONIBAS_0100vwq0308ra,2A,anyVehicle,A10,3421,2572
RWS01_MONIBAS_0100vwq0308ra,4A,anyVehicle,A10,3422,2572
RWS01_MONIBAS_0100vws0163ra,2A,anyVehicle,A10,3423,2573
RWS01_MONIBAS_0100vws0163ra,4A,anyVehicle,A10,3424,2573
RWS01_MONIBAS_0100vws0166ra,2A,anyVehicle,A10,3425,2574
RWS01_MONIBAS_0100vws0166ra,4A,anyVehicle,A10,3426,2574
RWS01_MONIBAS_0100vws0206ra,2A,anyVehicle,A10,3427,2575
RWS01_MONIBAS_0100vws0206ra,4A,anyVehicle,A10,3428,2575
RWS01_MONIBAS_0100vws0212ra,2A,anyVehicle,A10,3429,2576
RWS01_MONIBAS_0100vws0212ra,4A,anyVehicle,A10,3430,2576
RWS01_MONIBAS_0100vws0312ra,2A,anyVehicle,A10,3431,2577
RWS01_MONIBAS_0100vws0312ra,4A,anyVehicle,A10,3432,2577
RWS01_MONIBAS_0100vws0312ra,802A,anyVehicle,A10,3433,2577
RWS01_MONIBAS_0100vws0319ra,2A,anyVehicle,A10,3434,2578
RWS01_MONIBAS_0100vws0319ra,4A,anyVehicle,A10,3435,2578
RWS01_MONIBAS_0100vws0319ra,802A,anyVehicle,A10,3436,2578
RWS01_MONIBAS_0100vws0322ra,2A,anyVehicle,A10,3437,2579
RWS01_MONIBAS_0100vws0322ra,4A,anyVehicle,A10,3438,2579
RWS01_MONIBAS_0100vws0322ra,6A,anyVehicle,A10,3439,2579
RWS01_MONIBAS_0100vws0322ra,802A,anyVehicle,A10,3440,2579
RWS01_MONIBAS_0100vwt0113ra,2A,anyVehicle,A10,3441,2580
RWS01_MONIBAS_0100vwt0113ra,4A,anyVehicle,A10,3442,2580
RWS01_MONIBAS_0100vwt0115ra,2A,anyVehicle,A10,3443,2581
RWS01_MONIBAS_0100vwt0115ra,4A,anyVehicle,A10,3444,2581
RWS01_MONIBAS_0100vwt0119ra,2A,anyVehicle,A10,3445,2582
RWS01_MONIBAS_0100vwt0119ra,4A,anyVehicle,A10,3446,2582
RWS01_MONIBAS_0100vwt0155ra,2A,anyVehicle,A10,3447,2583
RWS01_MONIBAS_0100vwt0155ra,4A,anyVehicle,A10,3448,2583
RWS01_MONIBAS_0100vwt0158ra,2A,anyVehicle,A10,3449,2584
RWS01_MONIBAS_0100vwt0158ra,4A,anyVehicle,A10,3450,2584
RWS01_MONIBAS_0100vwt0163ra,2A,anyVehicle,A10,3451,2585
RWS01_MONIBAS_0100vwt0163ra,4A,anyVehicle,A10,3452,2585
RWS01_MONIBAS_0101hrl0013ra,2A,anyVehicle,A10,3453,2586
RWS01_MONIBAS_0101hrl0013ra,4A,anyVehicle,A10,3454,2586
RWS01_MONIBAS_0101hrl0013ra,6A,anyVehicle,A10,3455,2586
RWS01_MONIBAS_0101hrl0013ra,8A,anyVehicle,A10,3456,2586
RWS01_MONIBAS_0101hrl0017ra,2A,anyVehicle,A10,3457,2587
RWS01_MONIBAS_0101hrl0017ra,4A,anyVehicle,A10,3458,2587
RWS01_MONIBAS_0101hrl0017ra,6A,anyVehicle,A10,3459,2587
RWS01_MONIBAS_0101hrl0022ra,2A,anyVehicle,A10,3460,2588
RWS01_MONIBAS_0101hrl0022ra,4A,anyVehicle,A10,3461,2588
RWS01_MONIBAS_0101hrl0022ra,6A,anyVehicle,A10,3462,2588
RWS01_MONIBAS_0101hrl0027ra,2A,anyVehicle,A10,3463,2589
RWS01_MONIBAS_0101hrl0027ra,4A,anyVehicle,A10,3464,2589
RWS01_MONIBAS_0101hrl0027ra,6A,anyVehicle,A10,3465,2589
RWS01_MONIBAS_0101hrl0033ra,2A,anyVehicle,A10,3466,2590
RWS01_MONIBAS_0101hrl0033ra,4A,anyVehicle,A10,3467,2590
RWS01_MONIBAS_0101hrl0033ra,6A,anyVehicle,A10,3468,2590
RWS01_MONIBAS_0101hrl0042ra,2A,anyVehicle,A10,3469,2591
RWS01_MONIBAS_0101hrl0042ra,4A,anyVehicle,A10,3470,2591
RWS01_MONIBAS_0101hrl0042ra,6A,anyVehicle,A10,3471,2591
RWS01_MONIBAS_0101hrl0047ra,2A,anyVehicle,A10,3472,2592
RWS01_MONIBAS_0101hrl0047ra,4A,anyVehicle,A10,3473,2592
RWS01_MONIBAS_0101hrl0047ra,6A,anyVehicle,A10,3474,2592
RWS01_MONIBAS_0101hrl0047ra,8A,anyVehicle,A10,3475,2592
RWS01_MONIBAS_0101hrl0047ra,10A,anyVehicle,A10,3476,2592
RWS01_MONIBAS_0101hrl0050ra,2A,anyVehicle,A10,3477,2593
RWS01_MONIBAS_0101hrl0050ra,4A,anyVehicle,A10,3478,2593
RWS01_MONIBAS_0101hrl0050ra,6A,anyVehicle,A10,3479,2593
RWS01_MONIBAS_0101hrl0056ra,2A,anyVehicle,A10,3480,2594
RWS01_MONIBAS_0101hrl0056ra,4A,anyVehicle,A10,3481,2594
RWS01_MONIBAS_0101hrl0056ra,6A,anyVehicle,A10,3482,2594
RWS01_MONIBAS_0101hrl0062ra,2A,anyVehicle,A10,3483,2595
RWS01_MONIBAS_0101hrl0062ra,4A,anyVehicle,A10,3484,2595
RWS01_MONIBAS_0101hrl0062ra,6A,anyVehicle,A10,3485,2595
RWS01_MONIBAS_0101hrl0067ra,2A,anyVehicle,A10,3486,2596
RWS01_MONIBAS_0101hrl0067ra,4A,anyVehicle,A10,3487,2596
RWS01_MONIBAS_0101hrl0067ra,6A,anyVehicle,A10,3488,2596
RWS01_MONIBAS_0101hrl0071ra,2A,anyVehicle,A10,3489,2597
RWS01_MONIBAS_0101hrl0071ra,4A,anyVehicle,A10,3490,2597
RWS01_MONIBAS_0101hrl0071ra,6A,anyVehicle,A10,3491,2597
RWS01_MONIBAS_0101hrl0074ra,2A,anyVehicle,A10,3492,2598
RWS01_MONIBAS_0101hrl0074ra,4A,anyVehicle,A10,3493,2598
RWS01_MONIBAS_0101hrl0074ra,6A,anyVehicle,A10,3494,2598
RWS01_MONIBAS_0101hrl0074ra,8A,anyVehicle,A10,3495,2598
RWS01_MONIBAS_0101hrl0077ra,2A,anyVehicle,A10,3496,2599
RWS01_MONIBAS_0101hrl0077ra,4A,anyVehicle,A10,3497,2599
RWS01_MONIBAS_0101hrl0077ra,6A,anyVehicle,A10,3498,2599
RWS01_MONIBAS_0101hrl0077ra,8A,anyVehicle,A10,3499,2599
RWS01_MONIBAS_0101hrl0080ra,2A,anyVehicle,A10,3500,2600
RWS01_MONIBAS_0101hrl0080ra,4A,anyVehicle,A10,3501,2600
RWS01_MONIBAS_0101hrl0080ra,6A,anyVehicle,A10,3502,2600
RWS01_MONIBAS_0101hrl0080ra,8A,anyVehicle,A10,3503,2600
RWS01_MONIBAS_0101hrl0085ra,2A,anyVehicle,A10,3504,2601
RWS01_MONIBAS_0101hrl0085ra,4A,anyVehicle,A10,3505,2601
RWS01_MONIBAS_0101hrl0085ra,6A,anyVehicle,A10,3506,2601
RWS01_MONIBAS_0101hrl0085ra,8A,anyVehicle,A10,3507,2601
RWS01_MONIBAS_0101hrl0087ra,2A,anyVehicle,A10,3508,2602
RWS01_MONIBAS_0101hrl0087ra,4A,anyVehicle,A10,3509,2602
RWS01_MONIBAS_0101hrl0087ra,6A,anyVehicle,A10,3510,2602
RWS01_MONIBAS_0101hrl0088ra,2A,anyVehicle,A10,3511,2603
RWS01_MONIBAS_0101hrl0088ra,4A,anyVehicle,A10,3512,2603
RWS01_MONIBAS_0101hrl0088ra,6A,anyVehicle,A10,3513,2603
RWS01_MONIBAS_0101hrl0090ra,2A,anyVehicle,A10,3514,2604
RWS01_MONIBAS_0101hrl0090ra,4A,anyVehicle,A10,3515,2604
RWS01_MONIBAS_0101hrl0090ra,6A,anyVehicle,A10,3516,2604
RWS01_MONIBAS_0101hrl0092ra,2A,anyVehicle,A10,3517,2605
RWS01_MONIBAS_0101hrl0092ra,4A,anyVehicle,A10,3518,2605
RWS01_MONIBAS_0101hrl0092ra,6A,anyVehicle,A10,3519,2605
RWS01_MONIBAS_0101hrl0094ra,2A,anyVehicle,A10,3520,2606
RWS01_MONIBAS_0101hrl0094ra,4A,anyVehicle,A10,3521,2606
RWS01_MONIBAS_0101hrl0094ra,6A,anyVehicle,A10,3522,2606
RWS01_MONIBAS_0101hrl0097ra,2A,anyVehicle,A10,3523,2607
RWS01_MONIBAS_0101hrl0097ra,4A,anyVehicle,A10,3524,2607
RWS01_MONIBAS_0101hrl0097ra,6A,anyVehicle,A10,3525,2607
RWS01_MONIBAS_0101hrl0101ra,2A,anyVehicle,A10,3526,2608
RWS01_MONIBAS_0101hrl0101ra,4A,anyVehicle,A10,3527,2608
RWS01_MONIBAS_0101hrl0101ra,6A,anyVehicle,A10,3528,2608
RWS01_MONIBAS_0101hrl0101ra,8A,anyVehicle,A10,3529,2608
RWS01_MONIBAS_0101hrl0105ra,2A,anyVehicle,A10,3530,2609
RWS01_MONIBAS_0101hrl0105ra,4A,anyVehicle,A10,3531,2609
RWS01_MONIBAS_0101hrl0105ra,6A,anyVehicle,A10,3532,2609
RWS01_MONIBAS_0101hrl0105ra,8A,anyVehicle,A10,3533,2609
RWS01_MONIBAS_0101hrl0109ra,2A,anyVehicle,A10,3534,2610
RWS01_MONIBAS_0101hrl0109ra,4A,anyVehicle,A10,3535,2610
RWS01_MONIBAS_0101hrl0109ra,6A,anyVehicle,A10,3536,2610
RWS01_MONIBAS_0101hrl0109ra,8A,anyVehicle,A10,3537,2610
RWS01_MONIBAS_0101hrl0112ra,2A,anyVehicle,A10,3538,2611
RWS01_MONIBAS_0101hrl0112ra,4A,anyVehicle,A10,3539,2611
RWS01_MONIBAS_0101hrl0112ra,6A,anyVehicle,A10,3540,2611
RWS01_MONIBAS_0101hrl0115ra,2A,anyVehicle,A10,3541,2612
RWS01_MONIBAS_0101hrl0115ra,4A,anyVehicle,A10,3542,2612
RWS01_MONIBAS_0101hrl0115ra,6A,anyVehicle,A10,3543,2612
RWS01_MONIBAS_0101hrl0120ra,2A,anyVehicle,A10,3544,2613
RWS01_MONIBAS_0101hrl0120ra,4A,anyVehicle,A10,3545,2613
RWS01_MONIBAS_0101hrl0120ra,6A,anyVehicle,A10,3546,2613
RWS01_MONIBAS_0101hrl0124ra,2A,anyVehicle,A10,3547,2614
RWS01_MONIBAS_0101hrl0124ra,4A,anyVehicle,A10,3548,2614
RWS01_MONIBAS_0101hrl0124ra,6A,anyVehicle,A10,3549,2614
RWS01_MONIBAS_0101hrl0124ra,8A,anyVehicle,A10,3550,2614
RWS01_MONIBAS_0101hrl0124ra,10A,anyVehicle,A10,3551,2614
RWS01_MONIBAS_0101hrl0129ra,2A,anyVehicle,A10,3552,2615
RWS01_MONIBAS_0101hrl0129ra,4A,anyVehicle,A10,3553,2615
RWS01_MONIBAS_0101hrl0129ra,6A,anyVehicle,A10,3554,2615
RWS01_MONIBAS_0101hrl0129ra,8A,anyVehicle,A10,3555,2615
RWS01_MONIBAS_0101hrl0131ra,2A,anyVehicle,A10,3556,2616
RWS01_MONIBAS_0101hrl0131ra,4A,anyVehicle,A10,3557,2616
RWS01_MONIBAS_0101hrl0131ra,6A,anyVehicle,A10,3558,2616
RWS01_MONIBAS_0101hrl0131ra,8A,anyVehicle,A10,3559,2616
RWS01_MONIBAS_0101hrl0135ra,2A,anyVehicle,A10,3560,2617
RWS01_MONIBAS_0101hrl0135ra,4A,anyVehicle,A10,3561,2617
RWS01_MONIBAS_0101hrl0135ra,6A,anyVehicle,A10,3562,2617
RWS01_MONIBAS_0101hrl0135ra,8A,anyVehicle,A10,3563,2617
RWS01_MONIBAS_0101hrl0135ra,10A,anyVehicle,A10,3564,2617
RWS01_MONIBAS_0101hrl0138ra,2A,anyVehicle,A10,3565,2618
RWS01_MONIBAS_0101hrl0138ra,4A,anyVehicle,A10,3566,2618
RWS01_MONIBAS_0101hrl0138ra,6A,anyVehicle,A10,3567,2618
RWS01_MONIBAS_0101hrl0138ra,8A,anyVehicle,A10,3568,2618
RWS01_MONIBAS_0101hrl0140ra,2A,anyVehicle,A10,3569,2619
RWS01_MONIBAS_0101hrl0140ra,4A,anyVehicle,A10,3570,2619
RWS01_MONIBAS_0101hrl0140ra,6A,anyVehicle,A10,3571,2619
RWS01_MONIBAS_0101hrl0140ra,8A,anyVehicle,A10,3572,2619
RWS01_MONIBAS_0101hrl0144ra,2A,anyVehicle,A10,3573,2620
RWS01_MONIBAS_0101hrl0144ra,4A,anyVehicle,A10,3574,2620
RWS01_MONIBAS_0101hrl0144ra,6A,anyVehicle,A10,3575,2620
RWS01_MONIBAS_0101hrl0144ra,8A,anyVehicle,A10,3576,2620
RWS01_MONIBAS_0101hrl0144ra,10A,anyVehicle,A10,3577,2620
RWS01_MONIBAS_0101hrl0147ra,2A,anyVehicle,A10,3578,2621
RWS01_MONIBAS_0101hrl0147ra,4A,anyVehicle,A10,3579,2621
RWS01_MONIBAS_0101hrl0147ra,6A,anyVehicle,A10,3580,2621
RWS01_MONIBAS_0101hrl0147ra,8A,anyVehicle,A10,3581,2621
RWS01_MONIBAS_0101hrl0151ra,2A,anyVehicle,A10,3582,2622
RWS01_MONIBAS_0101hrl0151ra,4A,anyVehicle,A10,3583,2622
RWS01_MONIBAS_0101hrl0151ra,6A,anyVehicle,A10,3584,2622
RWS01_MONIBAS_0101hrl0151ra,8A,anyVehicle,A10,3585,2622
RWS01_MONIBAS_0101hrl0151ra,10A,anyVehicle,A10,3586,2622
RWS01_MONIBAS_0101hrl0155ra,2A,anyVehicle,A10,3587,2623
RWS01_MONIBAS_0101hrl0155ra,4A,anyVehicle,A10,3588,2623
RWS01_MONIBAS_0101hrl0155ra,6A,anyVehicle,A10,3589,2623
RWS01_MONIBAS_0101hrl0160ra,2A,anyVehicle,A10,3590,2624
RWS01_MONIBAS_0101hrl0160ra,4A,anyVehicle,A10,3591,2624
RWS01_MONIBAS_0101hrl0160ra,6A,anyVehicle,A10,3592,2624
RWS01_MONIBAS_0101hrl0166ra,2A,anyVehicle,A10,3593,2625
RWS01_MONIBAS_0101hrl0166ra,4A,anyVehicle,A10,3594,2625
RWS01_MONIBAS_0101hrl0166ra,6A,anyVehicle,A10,3595,2625
RWS01_MONIBAS_0101hrl0170ra,2A,anyVehicle,A10,3596,2626
RWS01_MONIBAS_0101hrl0170ra,4A,anyVehicle,A10,3597,2626
RWS01_MONIBAS_0101hrl0170ra,6A,anyVehicle,A10,3598,2626
RWS01_MONIBAS_0101hrl0170ra,8A,anyVehicle,A10,3599,2626
RWS01_MONIBAS_0101hrl0170ra,10A,anyVehicle,A10,3600,2626
RWS01_MONIBAS_0101hrl0175ra,2A,anyVehicle,A10,3601,2627
RWS01_MONIBAS_0101hrl0175ra,4A,anyVehicle,A10,3602,2627
RWS01_MONIBAS_0101hrl0175ra,6A,anyVehicle,A10,3603,2627
RWS01_MONIBAS_0101hrl0175ra,802A,anyVehicle,A10,3604,2627
RWS01_MONIBAS_0101hrl0181ra,2A,anyVehicle,A10,3605,2628
RWS01_MONIBAS_0101hrl0181ra,4A,anyVehicle,A10,3606,2628
RWS01_MONIBAS_0101hrl0181ra,6A,anyVehicle,A10,3607,2628
RWS01_MONIBAS_0101hrl0181ra,802A,anyVehicle,A10,3608,2628
RWS01_MONIBAS_0101hrl0186ra,2A,anyVehicle,A10,3609,2629
RWS01_MONIBAS_0101hrl0186ra,4A,anyVehicle,A10,3610,2629
RWS01_MONIBAS_0101hrl0186ra,6A,anyVehicle,A10,3611,2629
RWS01_MONIBAS_0101hrl0186ra,802A,anyVehicle,A10,3612,2629
RWS01_MONIBAS_0101hrl0191ra,2A,anyVehicle,A10,3613,2630
RWS01_MONIBAS_0101hrl0191ra,4A,anyVehicle,A10,3614,2630
RWS01_MONIBAS_0101hrl0191ra,6A,anyVehicle,A10,3615,2630
RWS01_MONIBAS_0101hrl0191ra,802A,anyVehicle,A10,3616,2630
RWS01_MONIBAS_0101hrl0197ra,2A,anyVehicle,A10,3617,2631
RWS01_MONIBAS_0101hrl0197ra,4A,anyVehicle,A10,3618,2631
RWS01_MONIBAS_0101hrl0197ra,6A,anyVehicle,A10,3619,2631
RWS01_MONIBAS_0101hrl0197ra,8A,anyVehicle,A10,3620,2631
RWS01_MONIBAS_0101hrl0197rb,2A,anyVehicle,A10,3621,2631
RWS01_MONIBAS_0101hrl0199ra,2A,anyVehicle,A10,3622,2632
RWS01_MONIBAS_0101hrl0199ra,4A,anyVehicle,A10,3623,2632
RWS01_MONIBAS_0101hrl0199ra,6A,anyVehicle,A10,3624,2632
RWS01_MONIBAS_0101hrl0199ra,8A,anyVehicle,A10,3625,2632
RWS01_MONIBAS_0101hrl0205ra,2A,anyVehicle,A10,3626,2633
RWS01_MONIBAS_0101hrl0205ra,4A,anyVehicle,A10,3627,2633
RWS01_MONIBAS_0101hrl0205ra,6A,anyVehicle,A10,3628,2633
RWS01_MONIBAS_0101hrl0205ra,8A,anyVehicle,A10,3629,2633
RWS01_MONIBAS_0101hrl0205ra,802A,anyVehicle,A10,3630,2633
RWS01_MONIBAS_0101hrl0208ra,2A,anyVehicle,A10,3631,2634
RWS01_MONIBAS_0101hrl0208ra,4A,anyVehicle,A10,3632,2634
RWS01_MONIBAS_0101hrl0208ra,6A,anyVehicle,A10,3633,2634
RWS01_MONIBAS_0101hrl0208ra,8A,anyVehicle,A10,3634,2634
RWS01_MONIBAS_0101hrl0208ra,802A,anyVehicle,A10,3635,2634
