date_start,date_end,week_day_start,week_day_end,roadID,probabilityOfOccurrence,operatorActionStatus,sourceName
2016-07-07-18,2016-07-07-20,Thursday,Thursday,728,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-18,2016-07-08-03,Thursday,Friday,484,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-18,2016-07-08-03,Thursday,Friday,485,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-18,2016-07-08-03,Thursday,Friday,486,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-18,2016-07-08-03,Thursday,Friday,484,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-18,2016-07-08-03,Thursday,Friday,485,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-18,2016-07-08-03,Thursday,Friday,728,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-19,2016-07-07-20,Thursday,Thursday,729,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-19,2016-07-07-21,Thursday,Thursday,729,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-19,2016-07-07-23,Thursday,Thursday,137,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-19,2016-07-07-23,Thursday,Thursday,138,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-19,2016-07-07-23,Thursday,Thursday,137,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-19,2016-07-07-23,Thursday,Thursday,436,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-19,2016-07-08-03,Thursday,Friday,137,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-19,2016-07-08-03,Thursday,Friday,138,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-19,2016-07-08-03,Thursday,Friday,137,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-19,2016-07-08-03,Thursday,Friday,139,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-19,2016-07-08-03,Thursday,Friday,137,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-19,2016-07-08-03,Thursday,Friday,138,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-19,2016-07-08-03,Thursday,Friday,137,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-19,2016-07-08-03,Thursday,Friday,422,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-07-20,Thursday,Thursday,570,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-07-20,Thursday,Thursday,730,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-07-21,Thursday,Thursday,570,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-07-21,Thursday,Thursday,506,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-07-21,Thursday,Thursday,734,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-07-22,Thursday,Thursday,730,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-07-23,Thursday,Thursday,506,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-07-23,Thursday,Thursday,520,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-08-02,Thursday,Friday,178,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-08-02,Thursday,Friday,178,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-08-02,Thursday,Friday,411,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-08-02,Thursday,Friday,570,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-08-02,Thursday,Friday,570,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-08-02,Thursday,Friday,684,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-08-02,Thursday,Friday,570,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-08-02,Thursday,Friday,570,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-08-02,Thursday,Friday,682,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-08-02,Thursday,Friday,570,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-08-02,Thursday,Friday,570,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-08-02,Thursday,Friday,682,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-08-02,Thursday,Friday,570,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,2016-07-08-03,Thursday,Friday,570,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,,Thursday,,570,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,,Thursday,,570,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-20,,Thursday,,682,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-07-21,Thursday,Thursday,733,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-07-22,Thursday,Thursday,509,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-07-22,Thursday,Thursday,510,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-07-23,Thursday,Thursday,506,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-07-23,Thursday,Thursday,507,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-07-23,Thursday,Thursday,737,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-07-23,Thursday,Thursday,345,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-07-23,Thursday,Thursday,735,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-02,Thursday,Friday,298,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-02,Thursday,Friday,298,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-02,Thursday,Friday,301,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-02,Thursday,Friday,147,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-02,Thursday,Friday,147,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-02,Thursday,Friday,225,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-02,Thursday,Friday,52,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-02,Thursday,Friday,695,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-03,Thursday,Friday,52,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-03,Thursday,Friday,224,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-03,Thursday,Friday,342,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,342,riskOf,"",WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,343,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,344,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,345,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,346,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,173,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,366,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,370,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,371,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,372,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,373,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,374,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,375,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,376,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,377,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,296,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-03,Thursday,Friday,296,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-03,Thursday,Friday,218,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-03,Thursday,Friday,297,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-03,Thursday,Friday,225,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-03,Thursday,Friday,701,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,342,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,732,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,733,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-03,Thursday,Friday,345,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,732,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,345,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,735,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-03,Thursday,Friday,509,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-03,Thursday,Friday,736,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-03,Thursday,Friday,737,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-03,Thursday,Friday,52,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-03,Thursday,Friday,253,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-03,Thursday,Friday,225,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-21,2016-07-08-10,Thursday,Friday,342,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,2016-07-08-10,Thursday,Friday,344,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,,Thursday,,342,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-21,,Thursday,,744,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-07-22,2016-07-07-23,Thursday,Thursday,511,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-22,2016-07-07-23,Thursday,Thursday,512,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-22,2016-07-07-23,Thursday,Thursday,513,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-22,2016-07-08-00,Thursday,Friday,467,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-22,2016-07-08-00,Thursday,Friday,122,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-22,2016-07-08-02,Thursday,Friday,511,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-22,2016-07-08-02,Thursday,Friday,738,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-22,2016-07-08-02,Thursday,Friday,739,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-22,2016-07-08-03,Thursday,Friday,225,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-22,2016-07-08-03,Thursday,Friday,509,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-22,2016-07-08-03,Thursday,Friday,510,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-23,2016-07-07-23,Thursday,Thursday,514,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-23,2016-07-07-23,Thursday,Thursday,742,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-23,2016-07-08-00,Thursday,Friday,516,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-23,2016-07-08-00,Thursday,Friday,517,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-23,2016-07-08-02,Thursday,Friday,511,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-23,2016-07-08-02,Thursday,Friday,512,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-23,2016-07-08-02,Thursday,Friday,513,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-23,2016-07-08-03,Thursday,Friday,514,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-23,2016-07-08-03,Thursday,Friday,740,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-23,2016-07-08-03,Thursday,Friday,516,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-07-23,2016-07-08-03,Thursday,Friday,741,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-00,2016-07-08-03,Friday,Friday,514,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-00,2016-07-08-03,Friday,Friday,515,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-00,2016-07-08-03,Friday,Friday,516,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-00,2016-07-08-03,Friday,Friday,517,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-00,2016-07-08-03,Friday,Friday,342,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-00,2016-07-08-03,Friday,Friday,342,riskOf,"",WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-00,2016-07-08-03,Friday,Friday,423,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-00,2016-07-08-03,Friday,Friday,743,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-00,2016-07-08-03,Friday,Friday,342,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-00,2016-07-08-03,Friday,Friday,342,riskOf,"",WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-00,2016-07-08-03,Friday,Friday,745,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-00,,Friday,,342,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-00,,Friday,,342,riskOf,"",WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-00,,Friday,,423,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-02,2016-07-08-02,Friday,Friday,570,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-02,2016-07-08-03,Friday,Friday,570,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-02,2016-07-15-17,Friday,Friday,727,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-18,2016-07-08-20,Friday,Friday,306,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-18,2016-07-08-20,Friday,Friday,531,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-08-20,Friday,Friday,532,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-08-20,Friday,Friday,531,riskOf,"",WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-08-20,Friday,Friday,533,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,527,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,485,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,486,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,529,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,529,riskOf,"",WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,530,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,531,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,532,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,531,riskOf,"",WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,533,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,534,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,534,riskOf,"",WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,535,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,536,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,537,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,531,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,532,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,531,riskOf,"",WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,746,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-18,2016-07-09-03,Friday,Saturday,728,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-19,2016-07-09-03,Friday,Saturday,538,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-19,2016-07-09-03,Friday,Saturday,538,riskOf,"",WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-19,2016-07-09-03,Friday,Saturday,539,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-20,2016-07-08-20,Friday,Friday,570,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-08-21,Friday,Friday,570,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-08-22,Friday,Friday,747,certain,approved,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-20,2016-07-08-22,Friday,Friday,747,riskOf,"",WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-20,2016-07-09-01,Friday,Saturday,296,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-01,Friday,Saturday,296,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-01,Friday,Saturday,218,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-01,Friday,Saturday,297,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-03,Friday,Saturday,178,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-03,Friday,Saturday,178,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-03,Friday,Saturday,411,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-03,Friday,Saturday,570,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-03,Friday,Saturday,570,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-03,Friday,Saturday,684,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-03,Friday,Saturday,570,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-03,Friday,Saturday,570,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-03,Friday,Saturday,682,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-03,Friday,Saturday,747,certain,implemented,WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-20,2016-07-09-03,Friday,Saturday,747,riskOf,"",WNN-N [RWS West-Nederland Noord District Noord]
2016-07-08-20,2016-07-09-03,Friday,Saturday,570,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-03,Friday,Saturday,570,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-03,Friday,Saturday,570,riskOf,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-03,Friday,Saturday,682,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-04,Friday,Saturday,296,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-04,Friday,Saturday,296,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-04,Friday,Saturday,297,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-04,Friday,Saturday,62,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-04,Friday,Saturday,63,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-05,Friday,Saturday,62,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-05,Friday,Saturday,748,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-05,Friday,Saturday,60,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-05,Friday,Saturday,749,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-05,Friday,Saturday,60,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-20,2016-07-09-05,Friday,Saturday,63,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-00,Friday,Saturday,669,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-01,Friday,Saturday,277,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-01,Friday,Saturday,147,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-01,Friday,Saturday,147,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-01,Friday,Saturday,298,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-01,Friday,Saturday,298,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-01,Friday,Saturday,617,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-03,Friday,Saturday,274,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-03,Friday,Saturday,277,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-03,Friday,Saturday,298,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-03,Friday,Saturday,298,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-03,Friday,Saturday,301,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-03,Friday,Saturday,147,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-03,Friday,Saturday,147,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-03,Friday,Saturday,669,certain,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-03,Friday,Saturday,617,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-03,Friday,Saturday,298,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-03,Friday,Saturday,298,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-03,Friday,Saturday,616,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-03,Friday,Saturday,669,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-03,Friday,Saturday,277,certain,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-03,Friday,Saturday,147,probable,implemented,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-03,Friday,Saturday,147,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-04,Friday,Saturday,52,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-04,Friday,Saturday,224,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-04,Friday,Saturday,296,probable,approved,WNN-Z [RWS West-Nederland Noord District Zuid]
2016-07-08-21,2016-07-09-04,Friday,Saturday,296,probable,"",WNN-Z [RWS West-Nederland Noord District Zuid]
