date,dataType,hour,dateID
2016-06-09,Flow,05,395
2016-06-09,Speed,05,396
2016-06-09,Flow,06,397
2016-06-09,Speed,06,398
2016-06-09,Flow,07,399
2016-06-09,Speed,07,400
2016-06-09,Flow,08,401
2016-06-09,Speed,08,402
2016-06-09,Flow,09,403
2016-06-09,Speed,09,404
2016-06-09,Flow,10,405
2016-06-09,Speed,10,406
2016-06-09,Flow,11,407
2016-06-09,Speed,11,408
2016-06-09,Flow,12,409
2016-06-09,Speed,12,410
2016-06-09,Flow,13,411
2016-06-09,Speed,13,412
2016-06-09,Flow,14,413
2016-06-09,Speed,14,414
2016-06-09,Flow,15,415
2016-06-09,Speed,15,416
2016-06-09,Flow,16,417
2016-06-09,Speed,16,418
2016-06-09,Flow,17,419
2016-06-09,Speed,17,420
2016-06-09,Flow,18,421
2016-06-09,Speed,18,422
2016-06-09,Flow,19,423
2016-06-09,Speed,19,424
2016-06-09,Flow,20,425
2016-06-09,Speed,20,426
2016-06-09,Flow,21,427
2016-06-09,Speed,21,428
2016-06-09,Flow,22,429
2016-06-09,Speed,22,430
2016-06-09,Flow,23,431
2016-06-09,Speed,23,432
2016-06-10,Flow,00,433
2016-06-10,Speed,00,434
2016-06-10,Flow,01,435
2016-06-10,Speed,01,436
2016-06-10,Flow,02,437
2016-06-10,Speed,02,438
2016-06-10,Flow,03,439
2016-06-10,Speed,03,440
2016-06-10,Flow,04,441
2016-06-10,Speed,04,442
2016-06-10,Flow,05,443
2016-06-10,Speed,05,444
2016-06-10,Flow,06,445
2016-06-10,Speed,06,446
2016-06-10,Flow,07,447
2016-06-10,Speed,07,448
2016-06-10,Flow,08,449
2016-06-10,Speed,08,450
2016-06-10,Flow,09,451
2016-06-10,Speed,09,452
2016-06-10,Flow,10,453
2016-06-10,Speed,10,454
2016-06-10,Flow,11,455
2016-06-10,Speed,11,456
2016-06-10,Flow,12,457
2016-06-10,Speed,12,458
2016-06-10,Flow,13,459
2016-06-10,Speed,13,460
2016-06-10,Flow,14,461
2016-06-10,Speed,14,462
2016-06-10,Flow,15,463
2016-06-10,Speed,15,464
2016-06-10,Flow,16,465
2016-06-10,Speed,16,466
2016-06-10,Flow,17,467
2016-06-10,Speed,17,468
2016-06-10,Flow,18,469
2016-06-10,Speed,18,470
2016-06-10,Flow,19,471
2016-06-10,Speed,19,472
2016-06-10,Flow,20,473
2016-06-10,Speed,20,474
2016-06-10,Flow,21,475
2016-06-10,Speed,21,476
2016-06-10,Flow,22,477
2016-06-10,Speed,22,478
2016-06-10,Flow,23,479
2016-06-10,Speed,23,480
2016-06-11,Flow,00,481
2016-06-11,Speed,00,482
2016-06-11,Flow,01,483
2016-06-11,Speed,01,484
2016-06-11,Flow,02,485
2016-06-11,Speed,02,486
2016-06-11,Flow,03,487
2016-06-11,Speed,03,488
2016-06-11,Flow,04,489
2016-06-11,Speed,04,490
2016-06-11,Flow,05,491
2016-06-11,Speed,05,492
2016-06-11,Flow,06,493
2016-06-11,Speed,06,494
2016-06-11,Flow,07,495
2016-06-11,Speed,07,496
2016-06-11,Flow,08,497
2016-06-11,Speed,08,498
2016-06-11,Flow,09,499
2016-06-11,Speed,09,500
2016-06-11,Flow,10,501
2016-06-11,Speed,10,502
2016-06-11,Flow,11,503
2016-06-11,Speed,11,504
2016-06-11,Flow,12,505
2016-06-11,Speed,12,506
2016-06-11,Flow,13,507
2016-06-11,Speed,13,508
2016-06-11,Flow,14,509
2016-06-11,Speed,14,510
2016-06-11,Flow,15,511
2016-06-11,Speed,15,512
2016-06-11,Flow,16,513
2016-06-11,Speed,16,514
2016-06-11,Flow,17,515
2016-06-11,Speed,17,516
2016-06-11,Flow,18,517
2016-06-11,Speed,18,518
2016-06-11,Flow,19,519
2016-06-11,Speed,19,520
2016-06-11,Flow,20,521
2016-06-11,Speed,20,522
2016-06-11,Flow,21,523
2016-06-11,Speed,21,524
2016-06-11,Flow,22,525
2016-06-11,Speed,22,526
2016-06-11,Flow,23,527
2016-06-11,Speed,23,528
2016-06-12,Flow,00,529
2016-06-12,Speed,00,530
2016-06-12,Flow,01,531
2016-06-12,Speed,01,532
2016-06-12,Flow,02,533
2016-06-12,Speed,02,534
2016-06-12,Flow,03,535
2016-06-12,Speed,03,536
2016-06-12,Flow,04,537
2016-06-12,Speed,04,538
2016-06-12,Flow,05,539
2016-06-12,Speed,05,540
2016-06-12,Flow,06,541
2016-06-12,Speed,06,542
2016-06-12,Flow,07,543
2016-06-12,Speed,07,544
2016-06-12,Flow,08,545
2016-06-12,Speed,08,546
2016-06-12,Flow,09,547
2016-06-12,Speed,09,548
2016-06-12,Flow,10,549
2016-06-12,Speed,10,550
2016-06-12,Flow,11,551
2016-06-12,Speed,11,552
2016-06-12,Flow,12,553
2016-06-12,Speed,12,554
2016-06-12,Flow,13,555
2016-06-12,Speed,13,556
2016-06-12,Flow,14,557
2016-06-12,Speed,14,558
2016-06-12,Flow,15,559
2016-06-12,Speed,15,560
2016-06-12,Flow,16,561
2016-06-12,Speed,16,562
2016-06-12,Flow,17,563
2016-06-12,Speed,17,564
2016-06-12,Flow,18,565
2016-06-12,Speed,18,566
2016-06-12,Flow,19,567
2016-06-12,Speed,19,568
2016-06-12,Flow,20,569
2016-06-12,Speed,20,570
2016-06-12,Flow,21,571
2016-06-12,Speed,21,572
2016-06-12,Flow,22,573
2016-06-12,Speed,22,574
2016-06-12,Flow,23,575
2016-06-12,Speed,23,576
2016-06-13,Flow,00,577
2016-06-13,Speed,00,578
2016-06-13,Flow,01,579
2016-06-13,Speed,01,580
2016-06-13,Flow,02,581
2016-06-13,Speed,02,582
2016-06-13,Flow,03,583
2016-06-13,Speed,03,584
2016-06-13,Flow,04,585
2016-06-13,Speed,04,586
2016-06-13,Flow,05,587
2016-06-13,Speed,05,588
2016-06-13,Flow,06,589
2016-06-13,Speed,06,590
2016-06-13,Flow,07,591
2016-06-13,Speed,07,592
2016-06-13,Flow,08,593
2016-06-13,Speed,08,594
2016-06-13,Flow,09,595
2016-06-13,Speed,09,596
2016-06-13,Flow,10,597
2016-06-13,Speed,10,598
2016-06-13,Flow,11,599
2016-06-13,Speed,11,600
2016-06-13,Flow,12,601
2016-06-13,Speed,12,602
2016-06-13,Flow,13,603
2016-06-13,Speed,13,604
2016-06-13,Flow,14,605
2016-06-13,Speed,14,606
2016-06-13,Flow,15,607
2016-06-13,Speed,15,608
2016-06-13,Flow,16,609
2016-06-13,Speed,16,610
2016-06-13,Flow,17,611
2016-06-13,Speed,17,612
2016-06-13,Flow,18,613
2016-06-13,Speed,18,614
2016-06-13,Flow,19,615
2016-06-13,Speed,19,616
2016-06-13,Flow,20,617
2016-06-13,Speed,20,618
2016-06-13,Flow,21,619
2016-06-13,Speed,21,620
2016-06-13,Flow,22,621
2016-06-13,Speed,22,622
2016-06-13,Flow,23,623
2016-06-13,Speed,23,624
2016-06-14,Flow,00,625
2016-06-14,Speed,00,626
2016-06-14,Flow,01,627
2016-06-14,Speed,01,628
2016-06-14,Flow,02,629
2016-06-14,Speed,02,630
2016-06-14,Flow,03,631
2016-06-14,Speed,03,632
2016-06-14,Flow,04,633
2016-06-14,Speed,04,634
2016-06-14,Flow,05,635
2016-06-14,Speed,05,636
2016-06-14,Flow,06,637
2016-06-14,Speed,06,638
2016-06-14,Flow,07,639
2016-06-14,Speed,07,640
2016-06-14,Flow,08,641
2016-06-14,Speed,08,642
2016-06-14,Flow,09,643
2016-06-14,Speed,09,644
2016-06-14,Flow,10,645
2016-06-14,Speed,10,646
2016-06-14,Flow,11,647
2016-06-14,Speed,11,648
2016-06-14,Flow,12,649
2016-06-14,Speed,12,650
2016-06-14,Flow,13,651
2016-06-14,Speed,13,652
2016-06-14,Flow,14,653
2016-06-14,Speed,14,654
2016-06-14,Flow,15,655
2016-06-14,Speed,15,656
2016-06-14,Flow,16,657
2016-06-14,Speed,16,658
2016-06-14,Flow,17,659
2016-06-14,Speed,17,660
2016-06-14,Flow,18,661
2016-06-14,Speed,18,662
2016-06-14,Flow,19,663
2016-06-14,Speed,19,664
2016-06-14,Flow,20,665
2016-06-14,Speed,20,666
2016-06-14,Flow,21,667
2016-06-14,Speed,21,668
2016-06-14,Flow,22,669
2016-06-14,Speed,22,670
2016-06-14,Flow,23,671
2016-06-14,Speed,23,672
2016-06-15,Flow,00,673
2016-06-15,Speed,00,674
2016-06-15,Flow,01,675
2016-06-15,Speed,01,676
2016-06-15,Flow,02,677
2016-06-15,Speed,02,678
2016-06-15,Flow,03,679
2016-06-15,Speed,03,680
2016-06-15,Flow,04,681
2016-06-15,Speed,04,682
2016-06-15,Flow,05,683
2016-06-15,Speed,05,684
2016-06-15,Flow,06,685
2016-06-15,Speed,06,686
2016-06-15,Flow,07,687
2016-06-15,Speed,07,688
2016-06-15,Flow,08,689
2016-06-15,Speed,08,690
2016-06-15,Flow,09,691
2016-06-15,Speed,09,692
2016-06-15,Flow,10,693
2016-06-15,Speed,10,694
2016-06-15,Flow,11,695
2016-06-15,Speed,11,696
2016-06-15,Flow,12,697
2016-06-15,Speed,12,698
2016-06-15,Flow,13,699
2016-06-15,Speed,13,700
2016-06-15,Flow,14,701
2016-06-15,Speed,14,702
2016-06-15,Flow,15,703
2016-06-15,Speed,15,704
2016-06-15,Flow,16,705
2016-06-15,Speed,16,706
2016-06-15,Flow,17,707
2016-06-15,Speed,17,708
2016-06-15,Flow,18,709
2016-06-15,Speed,18,710
2016-06-15,Flow,19,711
2016-06-15,Speed,19,712
2016-06-15,Flow,20,713
2016-06-15,Speed,20,714
2016-06-15,Flow,21,715
2016-06-15,Speed,21,716
2016-06-15,Flow,22,717
2016-06-15,Speed,22,718
2016-06-15,Flow,23,719
2016-06-15,Speed,23,720
2016-06-16,Flow,00,721
2016-06-16,Speed,00,722
